5v	1
5v1	1
6	50
60	22
600	5
6065	2
6068	1
6070o	1
6084cos	1
60atom	1
60o	7
61	5
614	1
615	1
6162	1
6171	2
618	1
61o	2
62	10
6220	1
625	5
627	1
6272	1
628	1
629	1
62cm	4
63	2
631	1
633	1
6351	1
637	1
638	1
6382	1
63kg	1
64	9
640	1
64045	1
648	1
648oc	1
64cm	5
65	21
650	9
650210	1
650680	1
650700	3
650oc	2
650of	1
652	1
655	1
655694	1
6567	1
6568	1
658	1
659	1
65o	1
66	10
660	3
661	1
662	1
663	1
664	1
665	2
666	2
6667	1
667	3
668	1
66cm	2
67	8
670	1
670680	1
674	1
676	2
677	1
6775	1
678	2
68	12
680	5
685	4
687	2
688	1
689	1
6898	1
69	5
690	2
692	1
694	1
699	2
6cm	2
6mm	2
6o	2
6oc	2
6of	2
7	45
70	9
700	4
7019	1
704	1
7075o	1
7085	1
70o	2
71	3
714	1
71429	6
7175	1
71mm	1
72	4
723	1
723o	1
723oc	2
727	1
728	2
73	5
739	6
7392	1
74	3
744	1
745	1
75	19
750	1
752	1
754	1
757	1
7580o	1
7585	1
75mm	1
76	9
762	1
7649	1
766	1
7695	1
7696	1
77	2
775	1
78	8
780	3
781	1
785	1
78841	1
78cm	4
79	4
791	1
794	3
794these	1
7cm	7
8	102
80	11
800	1
80100	1
804	2
804kg	1
80o	6
81	3
815	1
816	2
81cm	2
82	3
826446	1
827	2
828	5
82988	1
83	2
832	1
833	1
839	1
84	4
847	1
848	1
84a	1
84cm	1
85	8
850	3
856	1
8590	2
8592	1
86	2
864	2
8640	1
868	1
87	1
877	1
879	1
87a	1
87amade	1
88	6
881	1
889	2
889kg	1
88cm	2
89	3
8cm	7
8mm	1
8of	2
9	14
90	9
900	1
90o	3
91	12
910oc	4
915	1
916	1
917	1
92	1
92105	2
92117	1
92120	1
923	1
925of	1
927oc	1
928	2
929	1
93	2
93100	2
938	1
94	9
941	1
942	1
946	1
947	1
95	13
952	1
96	13
96113	2
964	1
96pound	1
97	13
98	2
98106	1
99	1
996	1
9mm	1
9th	1
a	1430
aa	4
abandon	1
abbreviated	2
aberdeen	1
abilities	1
ability	43
abl	12
able	10
aboard	9
about	87
above	236
abreviated	1
abroad	1
abrupt	2
absolute	7
absolutely	1
absorb	5
absorbed	3
absorber	1
absorbs	1
accelerate	1
accelerated	1
acceleration	2
accent	2
acceptable	6
acceptance	8
accepted	2
acciaio	3
accident	1
accidently	1
accompanying	1
accomplish	2
accomplished	1
according	3
account	3
accurate	5
accused	1
achieve	3
achieved	5
achieves	1
acid	1
across	4
act	18
acted	3
acting	6
action	6
activate	1
activated	1
activation	2
active	3
activity	1
acts	7
actual	25
actually	25
add	7
added	26
adding	5
addition	14
additional	6
additive	1
additives	5
adequate	5
adequately	3
adf	41
adfequipped	1
adfs	2
adhering	1
adjacent	11
adjust	3
adjusted	5
adjusting	1
admit	2
adopted	3
adopters	1
advanced	3
advantage	5
advantages	3
affect	3
affected	5
affecting	4
affects	3
affinity	1
afforded	2
afloat	1
aforementioned	1
aft	6
after	92
afterward	4
afterwardat	1
afterwards	4
again	11
against	134
againthough	1
age	2
agents	1
aging	1
agree	1
agreement	1
ahead	1
air	12
aircraft	10
aircraftcarrier	1
airtight	2
al	1
albeit	1
algerie	1
aligned	1
all	196
all22	1
allen	1
allies	1
alliron	1
allow	26
allowed	22
allowing	25
allows	11
alloy	9
alloying	22
alloys	7
allpurpose	3
allround	2
allsteel	2
almost	27
alone	4
along	16
already	8
also	126
alter	3
alternating	2
alternative	1
alternatively	1
altitude	1
altogether	3
aluminum	4
always	41
am	9
amazingly	1
american	1
amidships	1
ammunition	2
among	2
amount	47
amounts	17
amountthis	1
an	209
analysis	2
analytical	2
analyzed	1
and	1566
angle	30
angled	1
angledirection	1
angles	7
angstroms	1
angular	1
animals	2
annapolis	1
annealing	6
another	20
answer	1
antiaircraft	4
anticreep	1
antishell	1
antiship	2
antisubmarine	1
antitank	2
antitorpedo	6
antitorpedobulkheads	1
any	192
anybody	1
anyobliquity	1
anyone	6
anything	6
anyway	7
anywhere	4
aod	7
ap	114
apart	23
apartthat	1
apc	49
apcaplike	1
apfsds	1
applicable	8
application	3
applied	29
applies	6
apply	9
applying	4
appreciable	1
appreciably	2
approaches	2
approximate	1
approximated	2
approximates	1
approximating	1
approximation	5
approximations	1
april	1
aqtbl	5
arbitrarily	2
arc	7
architects	1
architecture	1
are	185
area	17
areas	4
areasu	1
arkansas	2
armament	2
armed	5
arming	2
armor	764
armorand	1
armorattachment	1
armordependent	1
armored	29
armorgrade	3
armorgrey	1
armorof	1
armoror	2
armorpenetration	2
armorpiercing	38
armorpreworld	1
armors	83
armorsone	1
armorsteel	1
armorsthe	1
armorsu	1
armorswhich	1
armourpiercing	1
armstrong	3
army	16
armys	1
around	25
aroundin	1
arranged	1
arrangement	2
array	21
arrays	1
arraythis	1
arrived	1
art	1
article	2
as	490
asbestos	1
ascertain	2
ascertaining	1
asdesigned	3
aside	2
asis	1
assessing	1
assist	3
assisted	2
assume	21
assumed	7
assumes	1
assuming	10
assumption	1
asymmetric	2
at	477
atlantic	1
atmosphere	1
atmospheric	1
atom	9
atomic	19
atoms	28
attached	6
attachment	3
attack	1
attacking	2
attainable	1
attempt	10
attempted	1
attempting	1
attempts	1
attractive	1
austempering	1
austenite	78
austeniteforming	3
austenites	2
austenitetoferrite	1
austrohungarian	7
austrohungarians	1
austrohungary	1
automatically	1
auxiliary	3
available	11
avalanche	1
avalanchtype	1
ave	3
average	98
averages	1
averaging	1
awarded	1
aware	1
away	14
awayand	1
axes	1
axis	3
b	40
back	94
backed	2
backing	18
backup	1
backward	4
backwards	2
bad	9
baden	2
badly	4
bag	4
bags	2
bainite	19
baked	1
bakelite	1
ball	6
ballistic	41
ballistically	3
balloon	1
balls	2
banana	1
bananas	1
band	1
barbette	6
barbettes	1
bare	2
barely	11
barrel	1
bart	1
base	67
based	9
basefuzed	14
baseline	4
basesexcept	1
basic	7
basis	12
batch	1
battle	2
battlecruiser	4
battlecruisers	3
battles	1
battleship	17
battleshipgrade	2
battleships	20
battleshipsand	1
bbsize	1
bdf	19
bdfand	1
bdfs	1
bdz	2
be	289
beach	1
beams	1
bearings	3
became	14
because	43
become	7
becomes	6
becoming	3
been	41
before	33
began	4
begin	5
beginning	6
begins	10
begun	1
behavior	2
behind	23
being	91
believer	1
below	166
belowthat	1
belt	8
belts	1
bend	8
bending	11
bends	2
beneath	2
beneficial	1
benefit	2
benefits	2
benefitted	1
bent	5
bernard	1
beryllium	1
beside	1
best	29
bet	1
bethlehem	25
better	49
between	54
beveled	1
beyond	5
bible	2
big	4
bigger	1
biggest	1
bigtime	1
binding	1
biological	1
bismarck	5
bit	1
biting	4
bl	9
black	24
blackpowder	4
blackpowderfilled	3
blacksmith	2
blade	2
blades	2
blank	1
blast	33
blasted	1
blastinduced	2
blasts	1
blind	3
blinding	1
blobs	1
block	5
blocks	2
blood	1
blow	5
blowing	4
blown	2
blowsinglethickplate	1
blt	26
blunt	2
blunter	2
bluntlypointed	1
board	1
boats	1
bodenzunder	1
bodies	5
body	68
bodyat	1
bodycentered	1
bodys	1
bodyusually	1
boiling	1
bolted	4
boltholes	1
bolting	1
bolts	2
bomb	3
bombardment	7
bomber	1
bombs	4
bond	2
bonded	4
bonding	1
bonds	4
bone	1
bonus	5
book	2
booklet	1
books	1
booster	24
boosters	1
bore	2
bored	1
both	53
bottle	1
bottleneck	1
bottom	10
bought	2
bounce	1
bounced	3
bouncing	2
bound	1
boundaries	5
boundary	19
bounds	1
bowl	1
boxes	2
bqtbl	5
bracing	6
brandnew	1
brass	1
breachloading	1
break	27
breakage	20
breakagetype	1
breakaway	2
breakdown	2
breaking	13
breaks	11
breakthroughs	1
breakup	2
breathcarbondioxide	1
breathing	1
breech	1
bright	1
brinell	109
brisant	1
britain	11
british	125
britishbuilt	1
britishdeveloped	3
britishtype	4
brittle	72
brittlefailure	1
brittleness	26
broadsideon	1
broke	5
broken	17
brokenup	1
broom	1
brotherjohn	1
brought	1
brown	1
brownian	1
brute	1
btc	7
bubbles	1
buckminsterfullerene	1
build	2
building	3
built	3
bulging	1
bulkhead	21
bulkheads	18
bullets	2
bunched	1
bundles	2
bunkers	1
buord	1
burden	1
bureau	9
buried	1
burn	4
burned	1
burning	3
burst	4
bursting	3
bursts	2
bury	1
burying	1
buships	2
but	239
butt	2
buttress	4
buttressed	2
buttressing	6
buttwelded	1
by	512
c	57
c12	1
c13	1
c14	1
ca	10
cables	2
cage	1
cakedecorating	1
calculate	9
calculated	17
calculating	7
calculation	8
calculations	9
caliber	37
caliberdiameter	1
caliberhalf	1
calibers	25
caliberthickness	4
caliberwide	2
calibrated	1
calibrating	1
call	7
called	44
calls	1
came	3
can	170
cancel	1
canceled	3
cancellation	1
cancelled	1
candle	1
cannibalizing	1
cannon	4
cannot	16
canoeshaped	1
cap	35
capability	6
capable	2
capacity	4
capif	1
capped	18
cappedprojectile	1
caps	20
car	2
carbide	2
carbides	3
carbon	196
carboncontaining	2
carbondioxide	1
carbonexcept	1
carbonfree	1
carbonthe	1
carburized	1
cardonald	1
carefully	5
cares	1
carl	1
carnegie	10
carnegieillinois	5
carnegies	1
carolina	2
carried	1
carriers	1
carry	2
carrying	1
cars	2
cartridge	1
cartwheel	1
cartwheels	2
casablanca	1
case	32
cases	31
casestnt	1
casing	8
cast	78
casting	3
casualties	2
catalyst	1
catastrophe	1
catastrophic	1
categories	2
category	1
caught	1
cause	40
caused	19
causes	11
causing	12
caves	1
cavity	14
cease	2
ceased	1
ceases	2
cell	16
cells	18
celsius	1
cement	5
cementation	1
cemented	85
cementedtype	1
cementing	13
cementite	42
cementitetempered	1
cementitethis	1
center	28
centered	5
centerface	1
centerline	6
centerofmass	1
centerpunch	1
centers	2
centimeters	1
central	7
centrifical	2
centuries	3
century	4
certain	7
certainly	1
certified	1
chains	1
chance	9
change	40
changed	17
changes	11
changing	12
characteristics	1
charcoal	1
charge	11
charges	2
charpy	3
cheaper	1
cheating	1
chemical	6
chemically	12
chemicallybonded	2
childs	1
chill	27
chilled	16
chilling	12
china	1
chinese	1
chips	3
choice	2
choose	1
chosen	1
chromium	39
chromiumnickel	1
chromiumnickelsteel	13
chromiumnickelsteels	1
chromiums	1
chromiumthat	1
cht	25
chunks	5
circa	55
circa1	1
circa1910	1
circa1911	1
circa1921	1
circa600	1
circle	2
circuits	1
circumstances	2
civil	1
civilization	2
civilizations	1
ckc	5
ckclike	2
ckctype	2
cl	1
class	92
clay	4
clean	1
cleanliness	1
clear	1
cleared	1
clearly	1
clockwork	1
close	23
closeby	1
closed	1
closer	6
closerange	1
closest	6
cloth	1
clue	1
cm	37
cmthick	1
cnc	12
cnc1	4
cnc2	4
co	13
coal	1
coals	2
coarse	1
coast	2
coated	2
coating	2
cock	1
cocked	3
code	1
coefficient	4
colbert	1
cold	10
colder	1
coldest	1
collapse	4
color	5
colored	3
column	18
columns	1
colville	2
combination	9
combine	5
combined	12
combines	2
combining	2
come	1
comes	3
coming	1
command	1
comments	1
commercial	1
common	63
commonprojectile	1
companies	1
company	60
comparable	1
comparative	2
compare	1
compared	42
compares	1
comparing	2
comparison	1
compensate	2
compensated	1
compensating	1
competing	1
compilation	1
complement	1
complementary	1
complements	1
complete	25
completed	1
completely	35
completelythe	1
complex	7
complicate	1
complicated	3
complicating	1
component	2
components	1
composed	1
composing	1
composition	15
compositions	1
compound	19
compounds	4
compress	1
compressed	5
compresses	1
compressing	1
compression	2
compressioninduced	1
compressive	1
compressor	1
compromised	3
compromises	1
compromising	1
computations	1
computed	1
computer	4
computing	2
concave	1
concentrated	3
concept	2
concepts	1
concern	1
concernedthe	1
concerning	3
concrete	4
concussion	4
concussive	1
condition	8
conditions	25
conducting	1
conductive	2
cone	10
cones	3
coneshaped	1
confining	1
confused	2
confusing	1
confusion	1
conical	2
conjunction	2
connected	1
connecting	1
connects	1
conning	16
conningtower	1
consequence	2
conservation	3
conservatism	1
conservative	1
consider	1
considerable	9
considerably	23
consideration	3
considered	17
considering	1
consist	1
consistant	1
consistent	2
consistently	2
constant	18
constants	3
constitute	1
constructed	1
construction	56
consumed	1
contact	11
contain	2
contained	1
container	1
containing	3
contains	6
contaminating	2
contemporary	3
content	46
contents	1
continously	1
continually	1
continue	4
continued	2
continues	4
continuing	1
continuous	1
continuously	2
contiuous	1
contour	3
contoured	1
contract	2
contributing	1
contributor	1
control	9
controllable	1
controlled	3
controlling	3
controls	1
controlthis	1
conventional	2
conversely	1
convert	1
cookie	1
cooking	1
cool	6
cooled	10
cooling	42
cools	2
copied	1
copies	1
copper	12
coppers	1
copperup	1
copy	2
core	1
cork	1
corklike	1
corkscrewing	1
corner	4
corners	2
corp	5
corporation	9
correct	3
corrected	1
corrections	1
corrosion	3
cos	6
cos3	1
cosa	4
cosine	1
cosmic	1
cost	6
costs	3
could	67
counted	1
counter	2
countering	1
counterparts	1
country	48
couple	3
coupled	1
course	9
court	2
cover	1
covered	3
covering	1
coverings	1
covers	1
cowls	1
cpbc	2
cpc	7
cpclike	2
cpctype	1
cqtbl	4
cr	1
crack	15
cracked	5
cracking	13
crackresistent	1
cracks	6
crazyquilt	2
crease	1
created	5
creates	1
creating	6
creep	1
crescentshaped	1
crew	1
crews	1
crh	1
criteria	1
critical	9
crossover	1
crosssectional	4
crosswise	1
crowded	1
crucible	1
crude	1
cruiser	4
cruisers	3
crushed	6
crushing	2
crystal	72
crystalforming	1
crystallization	3
crystals	64
crystalthere	1
cu	1
cube	6
cubic	23
culprit	1
cup	1
current	4
curve	3
curved	5
curving	1
cushioning	2
customers	1
cut	14
cutter	1
cutting	5
cw	23
cycle	1
cylinder	5
cylinders	1
cylindrical	4
d	69
d0	6
d3	21
daggers	1
dahlgren	6
dakota	3
damage	160
damagecausing	6
damaged	12
damaging	4
damping	1
dangerous	3
dark	1
dash	1
data	37
date	2
dated	1
dates	1
dating	1
davis	5
day	3
daytime	2
dd	3
de	7
deadly	1
dealing	1
decade	1
decapping	6
decelerate	1
decelerated	1
decelerating	2
deceleration	7
december	1
decided	6
deciding	1
deck	26
decks	25
decomposition	1
decrease	10
decreased	9
decreases	3
decreasing	3
decremental	8
decrementally	3
decrementallyhardened	2
dedicated	1
deep	39
deepdiving	1
deeper	8
deepest	1
deepface	2
deepfaced	4
deephardened	1
deephardening	1
deeply	4
deeplypiercing	1
default	2
defeat	2
defeated	4
defect	1
defectmuch	1
defects	2
defense	2
define	3
defined	12
defining	2
definite	2
definitely	2
definition	8
definitions	6
deflagrate	1
deflagrates	1
deflected	4
deflection	3
deform	3
deformation	10
deformed	5
deforming	1
deforms	4
degrade	1
degraded	2
degrades	1
degrading	2
degree	5
degrees	10
delaware	1
delay	29
delayaction	5
delays	1
deleted	3
deliberate	1
delta	1
demand	1
demanding	2
demarre	5
demolishing	1
demonstrated	1
demonstrates	1
dense	1
densest	1
density	9
dent	7
dented	3
dents	2
department	1
depend	3
dependence	2
dependency	1
dependent	2
depending	17
depends	3
depth	19
depths	1
derivative	1
derive	1
derived	5
describe	2
described	9
description	1
design	35
designation	1
designed	32
designers	2
designif	1
designs	24
designswas	1
desirable	2
desireable	1
desired	9
destroy	4
destroyed	9
destroyers	1
destroys	1
destruction	2
destructive	1
detail	2
details	9
determine	4
determined	4
determines	3
determining	7
detonate	7
detonated	3
detonates	6
detonating	38
detonatingthat	1
detonatingthe	1
detonation	15
detonator	4
deutschland	2
develop	3
developed	25
development	4
device	1
diagramming	1
diam	1
diameter	18
diameters	7
diamond	5
did	38
didthe	1
die	1
differed	2
difference	14
different	23
differently	2
difficult	5
difficulty	1
diffraction	1
diffuse	1
diffusion	1
dig	7
digging	1
digs	3
dimensionless	2
dip	1
dipping	4
direct	12
directblast	1
direction	18
directionally	1
directions	3
directly	22
director	2
directors	1
dirt	5
dirty	1
discontinued	2
discontinuities	1
discovered	4
discs	1
discussed	6
discussion	4
dish	2
disintegrated	1
disk	4
diskshaped	1
dispensed	1
displacement	1
display	1
dissolve	2
dissolved	1
dissolves	1
distance	25
distant	1
distinct	3
distorted	1
distorting	1
distortion	1
distribution	1
dive	1
divert	1
divide	1
divided	9
divides	1
diving	2
division	2
do	42
document	10
documented	1
documents	2
does	51
doing	8
domeshaped	2
done	16
doria	1
dorsal	1
double	2
doubled	1
doubling	3
down	51
dr	3
draftsman	1
drain	1
drastic	1
drastically	8
drawback	1
drawbacks	2
drawing	3
drill	1
drilled	1
driving	1
drop	28
dropoff	1
dropped	10
dropping	26
drops	14
dubious	1
ducol	2
ductile	72
ductility	6
dud	2
duds	1
due	131
dug	1
dugin	1
dulin	1
dunkerque	2
dunkerquewas	1
duplicate	2
during	80
duttile	1
dye	6
e	13
each	55
earlier	2
early	15
early1943	1
earlywwii	1
earth	8
earths	1
ease	4
easier	13
easily	14
easy	2
eating	2
eclipse	1
edge	49
edges	12
edgeuntil	1
edition	4
edward	1
effect	64
effective	43
effectively	1
effectiveness	7
effects	70
effectto	1
efficiency	1
efficiently	2
effort	5
efforts	1
eggshapes	1
eight	3
eightatom	1
either	40
ejected	4
ejection	1
el	51
elastic	1
electric	2
electrical	2
electricallypowered	1
electronic	1
electrons	1
electroslagremelt	1
element	22
elements	27
elementschromium	1
elementsit	1
elementspreferrably	1
elementsprimarily	2
elevated	2
elevato	2
eliminate	9
eliminated	6
eliminates	6
eliminating	4
elimination	2
elliptical	1
elongated	4
elongation	30
elongations	1
else	8
elsewhere	4
embarrasing	1
embedded	1
embrittlement	1
empirical	1
employed	11
employing	1
employment	1
empty	4
encouraged	1
end	40
ended	3
endfirst	1
ending	1
ends	2
enemy	6
energy	43
engine	1
engineer	1
engineering	1
engineers	1
england	1
english	9
enhance	2
enhanced	1
enlarges	1
enlightening	1
enormous	2
enormously	1
enough	62
enoughseveral	1
ensure	3
ensuring	1
entered	1
entire	30
entirely	6
entirety	1
entitled	1
entries	2
entry	2
environment	1
equal	40
equaled	1
equaling	1
equalling	1
equally	3
equallydegrading	1
equallyfastmoving	1
equallywide	1
equals	1
equating	1
equilateral	1
equilibrium	2
equipment	6
equivalent	7
erik	1
erroneous	1
erroneously	1
errors	1
especially	36
essen	1
essentially	14
estimate	5
estimated	21
estimates	5
estimation	1
etc	8
europe	1
evaluations	1
even	118
evenly	8
evenlyspaced	1
event	1
events	1
eventually	9
ever	20
every	6
everyone	3
everywhere	3
evident	4
ex	2
exact	6
exacting	1
exactly	13
example	47
examples	1
exceed	1
exceeded	1
exceeds	2
excellence	1
except	25
excess	6
excessive	2
excessively	4
excessivelybrittle	1
exclusively	2
exeter	1
exist	6
existance	2
existed	4
existence	1
existing	6
exists	5
exit	2
exited	1
expand	1
expansion	1
expect	2
expected	5
expensive	9
experience	2
experimental	9
expertise	6
explain	1
explained	1
explains	2
explicit	1
explicitly	1
explode	6
exploded	7
exploder	1
explodes	12
exploding	8
explosion	29
explosionexplosive	1
explosions	3
explosive	53
explosivefilled	3
explosives	1
exponent	9
exponents	1
exposed	2
extended	1
extending	3
extends	1
extension	2
extensive	4
extensively	10
extent	5
external	1
extra	7
extracted	1
extrahard	2
extrahighstrength	1
extralarge	1
extrapolated	2
extrapowerful	1
extrastrong	1
extrathick	1
extratough	1
extreme	13
extremely	14
extremes	1
f	16
face	184
facecentered	3
facehard	7
facehardened	145
facehardening	4
faces	6
facethough	1
facewas	1
facing	2
fact	14
factor	24
factors	12
factory	2
facts	1
fahrenheit	1
fail	4
failed	4
fails	6
failure	25
failures	1
fairbairn	1
fall	4
falls	3
familiar	1
famous	1
fan	1
far	18
farther	3
fartherafield	1
fast	9
faster	12
fasterburning	1
fastmoving	1
fat	1
fatigue	1
fe	1
fe3c	1
fear	1
feat	1
feature	3
features	2
feet	34
fell	2
fernleaf	1
ferrite	57
ferritelike	1
ferrites	1
ferrous	1
few	13
fewer	5
fformula	5
fiber	1
fibers	2
fifth	1
fighter	1
fighting	1
figure	2
figures	1
filler	92
fillerbegin	1
fillerblastcreated	1
fillerconsider	1
fillers	7
film	1
fin	1
final	36
finally	10
finding	1
fine	1
finer	1
finergrained	1
finger	1
finish	1
finished	1
finishedthough	1
finstabilized	1
fire	4
firecontrol	1
fired	5
fires	4
firing	37
firingpin	1
firm	1
firmly	1
firms	1
first	48
fist	1
fit	8
fitting	1
fittings	1
fix	1
fixed	21
fixedtemperature	1
fl	2
flaking	1
flame	1
flaming	2
flammable	1
flaps	1
flare	1
flash	1
flat	8
flatended	1
flatnosed	1
flatten	2
flattened	1
flattenedconeshaped	1
flattening	1
flattens	2
flaws	1
flexible	1
flight	1
float	1
floated	1
floats	1
floor	3
florida	2
fluke	2
flung	1
flush	1
flushfitting	1
flux	1
fly	2
flying	3
fold	3
folded	3
folding	2
follow	1
followed	3
following	24
follows	1
font	4
food	2
foot	2
footing	1
for	563
force	41
forced	3
forcefully	1
forces	16
foreign	20
forever	1
forged	3
forging	3
form	109
format	3
formation	5
formed	37
former	1
formfitting	1
forming	18
forms	34
formsometimes	1
formula	73
formulae	34
formulas	3
fort	1
forth	12
fortification	1
fortifications	1
forts	3
forward	23
found	34
foundationlayer	1
fourth	1
fraction	3
fracture	4
fragment	19
fragmentation	4
fragmentresistant	1
fragments	83
fragmentsdozensfrom	1
frame	50
france	5
franklin	1
free	21
freeeach	1
freely	2
freelymoving	1
freeze	1
freezing	2
french	45
fresh	1
friedrich	1
from	273
front	18
frozen	2
fstd	4
fstdbased	1
fstdcalculated	1
fstdderived	1
ft	2
fuel	1
fuelfilled	1
full	10
fullarmorgrade	1
fullplatethickness	1
fullpower	1
fullpowerexplosion	1
fullstrength	5
fully	2
fullysheathhardened	1
fumes	2
function	11
functioning	3
funnel	2
furnace	5
furnaces	2
further	8
fuse	2
fused	3
futile	1
future	2
fuze	107
fuzes	47
fuzesthe	1
g	24
gaine	1
galissoniere	1
galliumarsenide	1
gap	3
gaps	5
garzke	1
gas	4
gave	7
gavre	5
gear	1
general	6
generally	1
generated	1
gentlybackwardcurving	1
german	104
germans	3
germantype	1
germany	25
germanys	1
get	45
gets	13
getting	5
girdle	1
give	24
given	65
gives	22
giving	10
glacis	1
glance	1
glancing	2
glass	4
glued	1
go	8
goals	1
goes	13
going	14
